crop_filename,original_image,ann_id,x,y,w,h,gender,upper_color,lower_color
ob1_10_RD_P1_frame_000010_14.png,10_RD_P1_frame_000010.png,14,680,247,11,41,N/V,Brown,Brown
ob1_10_RD_P1_frame_000010_15.png,10_RD_P1_frame_000010.png,15,686,92,7,22,N/V,Brown,Brown
ob1_10_RD_P1_frame_000080_0.png,10_RD_P1_frame_000080.png,0,700,421,36,70,N/V,White,Black
ob1_10_RD_P1_frame_000080_1.png,10_RD_P1_frame_000080.png,1,337,394,23,57,N/V,White,Black
ob1_10_RD_P1_frame_000080_2.png,10_RD_P1_frame_000080.png,2,359,382,20,59,N/V,White,Black
ob1_10_RD_P1_frame_000080_3.png,10_RD_P1_frame_000080.png,3,645,265,13,41,N/V,Gray,Black
ob1_10_RD_P1_frame_000080_4.png,10_RD_P1_frame_000080.png,4,609,384,19,55,N/V,White,Black
ob1_10_RD_P1_frame_000080_5.png,10_RD_P1_frame_000080.png,5,643,379,19,55,N/V,White,Black
ob1_10_RD_P1_frame_000080_6.png,10_RD_P1_frame_000080.png,6,728,76,11,20,N/V,White,Black
ob1_10_RD_P1_frame_000080_7.png,10_RD_P1_frame_000080.png,7,751,96,9,23,N/V,White,Black
ob1_10_RD_P1_frame_000080_8.png,10_RD_P1_frame_000080.png,8,678,87,9,23,N/V,White,Black
ob1_10_RD_P1_frame_000080_9.png,10_RD_P1_frame_000080.png,9,696,77,9,16,N/V,White,Black
ob1_10_RD_P1_frame_000080_10.png,10_RD_P1_frame_000080.png,10,663,257,31,43,N/V,White,Black
ob1_10_RD_P1_frame_000080_11.png,10_RD_P1_frame_000080.png,11,714,180,23,42,N/V,White,Black
ob1_10_RD_P1_frame_000080_12.png,10_RD_P1_frame_000080.png,12,324,455,40,64,N/V,White,Black
ob1_10_RD_P1_frame_000080_13.png,10_RD_P1_frame_000080.png,13,779,83,8,20,N/V,White,Black
ob1_10_RD_P1_frame_000080_14.png,10_RD_P1_frame_000080.png,14,783,105,7,23,N/V,White,Black
ob1_10_RD_P1_frame_000080_15.png,10_RD_P1_frame_000080.png,15,679,262,12,40,N/V,White,Black
ob1_10_RD_P1_frame_000080_16.png,10_RD_P1_frame_000080.png,16,689,91,7,22,N/V,White,Black
ob1_10_RD_P1_frame_000070_0.png,10_RD_P1_frame_000070.png,0,696,467,35,78,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_1.png,10_RD_P1_frame_000070.png,1,322,393,24,57,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_2.png,10_RD_P1_frame_000070.png,2,351,379,21,58,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_3.png,10_RD_P1_frame_000070.png,3,644,266,14,43,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_4.png,10_RD_P1_frame_000070.png,4,615,376,19,55,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_5.png,10_RD_P1_frame_000070.png,5,643,378,20,54,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_6.png,10_RD_P1_frame_000070.png,6,728,78,11,19,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_7.png,10_RD_P1_frame_000070.png,7,750,95,9,23,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_8.png,10_RD_P1_frame_000070.png,8,679,88,8,23,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_9.png,10_RD_P1_frame_000070.png,9,696,75,9,17,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_10.png,10_RD_P1_frame_000070.png,10,664,259,16,45,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_11.png,10_RD_P1_frame_000070.png,11,715,184,19,38,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_12.png,10_RD_P1_frame_000070.png,12,347,453,40,65,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_13.png,10_RD_P1_frame_000070.png,13,774,80,9,21,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_14.png,10_RD_P1_frame_000070.png,14,783,104,9,23,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_15.png,10_RD_P1_frame_000070.png,15,681,258,12,41,N/V,Gray,N/V
ob1_10_RD_P1_frame_000070_16.png,10_RD_P1_frame_000070.png,16,689,92,7,22,N/V,Gray,N/V
ob1_10_RD_P1_frame_000050_0.png,10_RD_P1_frame_000050.png,0,673,595,40,78,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_1.png,10_RD_P1_frame_000050.png,1,302,390,24,58,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_2.png,10_RD_P1_frame_000050.png,2,332,381,21,58,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_3.png,10_RD_P1_frame_000050.png,3,646,261,13,40,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_4.png,10_RD_P1_frame_000050.png,4,617,365,19,56,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_5.png,10_RD_P1_frame_000050.png,5,644,366,20,59,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_6.png,10_RD_P1_frame_000050.png,6,728,82,12,20,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_7.png,10_RD_P1_frame_000050.png,7,750,93,8,22,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_8.png,10_RD_P1_frame_000050.png,8,680,91,6,22,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_9.png,10_RD_P1_frame_000050.png,9,695,74,11,18,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_10.png,10_RD_P1_frame_000050.png,10,663,251,15,46,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_11.png,10_RD_P1_frame_000050.png,11,708,199,20,36,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_12.png,10_RD_P1_frame_000050.png,12,390,458,48,73,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_13.png,10_RD_P1_frame_000050.png,13,770,81,9,20,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_14.png,10_RD_P1_frame_000050.png,14,783,104,9,23,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_15.png,10_RD_P1_frame_000050.png,15,680,254,12,40,N/V,N/V,N/V
ob1_10_RD_P1_frame_000050_16.png,10_RD_P1_frame_000050.png,16,689,92,7,22,N/V,N/V,N/V
ob1_10_RD_P1_frame_000210_0.png,10_RD_P1_frame_000210.png,0,722,250,26,48,Male,Black,White
ob1_10_RD_P1_frame_000210_1.png,10_RD_P1_frame_000210.png,1,48,352,33,62,Male,Black,White
ob1_10_RD_P1_frame_000210_2.png,10_RD_P1_frame_000210.png,2,486,403,24,57,Male,Black,White
ob1_10_RD_P1_frame_000210_3.png,10_RD_P1_frame_000210.png,3,502,391,22,59,Male,Black,White
ob1_10_RD_P1_frame_000210_4.png,10_RD_P1_frame_000210.png,4,632,309,16,44,Male,Black,White
ob1_10_RD_P1_frame_000210_5.png,10_RD_P1_frame_000210.png,5,590,469,19,67,Male,Black,White
ob1_10_RD_P1_frame_000210_6.png,10_RD_P1_frame_000210.png,6,625,463,19,61,Male,Black,White
ob1_10_RD_P1_frame_000210_7.png,10_RD_P1_frame_000210.png,7,724,69,10,21,Male,Black,White
ob1_10_RD_P1_frame_000210_8.png,10_RD_P1_frame_000210.png,8,759,109,11,22,Male,Black,White
ob1_10_RD_P1_frame_000210_9.png,10_RD_P1_frame_000210.png,9,682,85,7,23,Male,Black,White
ob1_10_RD_P1_frame_000210_10.png,10_RD_P1_frame_000210.png,10,704,72,11,18,Male,Black,White
ob1_10_RD_P1_frame_000210_11.png,10_RD_P1_frame_000210.png,11,652,304,14,48,Male,Black,White
ob1_10_RD_P1_frame_000210_12.png,10_RD_P1_frame_000210.png,12,709,122,19,32,Male,Gray,N/V
ob1_10_RD_P1_frame_000210_13.png,10_RD_P1_frame_000210.png,13,91,432,40,73,Male,Black,White
ob1_10_RD_P1_frame_000210_14.png,10_RD_P1_frame_000210.png,14,786,109,8,22,Male,Black,White
ob1_10_RD_P1_frame_000210_15.png,10_RD_P1_frame_000210.png,15,668,307,14,49,Male,Black,White
ob1_10_RD_P1_frame_000210_16.png,10_RD_P1_frame_000210.png,16,690,87,7,23,Male,Black,White
ob1_10_RD_P1_frame_000130_0.png,10_RD_P1_frame_000130.png,0,717,299,28,60,Male,Black,White
ob1_10_RD_P1_frame_000130_1.png,10_RD_P1_frame_000130.png,1,390,394,23,57,Male,Black,White
ob1_10_RD_P1_frame_000130_2.png,10_RD_P1_frame_000130.png,2,411,389,21,58,Male,Black,White
ob1_10_RD_P1_frame_000130_3.png,10_RD_P1_frame_000130.png,3,638,277,13,41,Male,Black,White
ob1_10_RD_P1_frame_000130_4.png,10_RD_P1_frame_000130.png,4,607,404,19,64,Male,Black,White
ob1_10_RD_P1_frame_000130_5.png,10_RD_P1_frame_000130.png,5,637,408,20,56,Male,Black,White
ob1_10_RD_P1_frame_000130_6.png,10_RD_P1_frame_000130.png,6,726,74,10,19,Male,Black,White
ob1_10_RD_P1_frame_000130_7.png,10_RD_P1_frame_000130.png,7,752,100,10,22,Male,Black,White
ob1_10_RD_P1_frame_000130_8.png,10_RD_P1_frame_000130.png,8,682,87,5,23,Male,Black,White
ob1_10_RD_P1_frame_000130_9.png,10_RD_P1_frame_000130.png,9,699,73,11,18,Male,Black,White
ob1_10_RD_P1_frame_000130_10.png,10_RD_P1_frame_000130.png,10,658,271,16,49,Male,Black,White
ob1_10_RD_P1_frame_000130_11.png,10_RD_P1_frame_000130.png,11,716,156,23,35,Male,Gray,N/V
ob1_10_RD_P1_frame_000130_12.png,10_RD_P1_frame_000130.png,12,221,447,45,77,Male,Black,White
ob1_10_RD_P1_frame_000130_13.png,10_RD_P1_frame_000130.png,13,780,104,9,23,Male,Black,White
ob1_10_RD_P1_frame_000130_14.png,10_RD_P1_frame_000130.png,14,676,277,12,41,Male,Black,White
ob1_10_RD_P1_frame_000130_15.png,10_RD_P1_frame_000130.png,15,690,88,7,23,Male,Black,White
ob1_10_RD_P1_frame_000110_0.png,10_RD_P1_frame_000110.png,0,712,338,35,59,Male,Black,White
ob1_10_RD_P1_frame_000110_1.png,10_RD_P1_frame_000110.png,1,370,394,24,57,Male,Black,White
ob1_10_RD_P1_frame_000110_2.png,10_RD_P1_frame_000110.png,2,390,386,20,57,Male,Black,White
ob1_10_RD_P1_frame_000110_3.png,10_RD_P1_frame_000110.png,3,642,272,13,40,Male,Black,White
ob1_10_RD_P1_frame_000110_4.png,10_RD_P1_frame_000110.png,4,607,404,19,55,Male,Black,White
ob1_10_RD_P1_frame_000110_5.png,10_RD_P1_frame_000110.png,5,638,396,20,56,Male,Black,White
ob1_10_RD_P1_frame_000110_6.png,10_RD_P1_frame_000110.png,6,727,75,11,20,Male,Black,White
ob1_10_RD_P1_frame_000110_7.png,10_RD_P1_frame_000110.png,7,752,99,9,22,Male,Black,White
ob1_10_RD_P1_frame_000110_8.png,10_RD_P1_frame_000110.png,8,680,87,8,23,Male,Black,White
ob1_10_RD_P1_frame_000110_9.png,10_RD_P1_frame_000110.png,9,697,73,11,18,Male,Black,White
ob1_10_RD_P1_frame_000110_10.png,10_RD_P1_frame_000110.png,10,659,265,15,50,Male,Black,White
ob1_10_RD_P1_frame_000110_11.png,10_RD_P1_frame_000110.png,11,717,162,23,42,Male,Gray,N/V
ob1_10_RD_P1_frame_000110_12.png,10_RD_P1_frame_000110.png,12,259,450,40,72,Male,Black,White
ob1_10_RD_P1_frame_000110_13.png,10_RD_P1_frame_000110.png,13,780,105,8,23,Male,Black,White
ob1_10_RD_P1_frame_000110_14.png,10_RD_P1_frame_000110.png,14,677,271,12,40,Male,Black,White
ob1_10_RD_P1_frame_000110_15.png,10_RD_P1_frame_000110.png,15,689,90,7,22,Male,Black,White
ob1_10_RD_P1_frame_000100_0.png,10_RD_P1_frame_000100.png,0,707,360,33,66,Male,Black,White
ob1_10_RD_P1_frame_000100_1.png,10_RD_P1_frame_000100.png,1,354,392,23,57,Male,Black,White
ob1_10_RD_P1_frame_000100_2.png,10_RD_P1_frame_000100.png,2,382,380,20,58,Male,Black,White
ob1_10_RD_P1_frame_000100_3.png,10_RD_P1_frame_000100.png,3,642,268,14,41,Male,Black,White
ob1_10_RD_P1_frame_000100_4.png,10_RD_P1_frame_000100.png,4,605,397,23,58,Male,Black,White
ob1_10_RD_P1_frame_000100_5.png,10_RD_P1_frame_000100.png,5,639,389,20,60,Male,Black,White
ob1_10_RD_P1_frame_000100_6.png,10_RD_P1_frame_000100.png,6,728,75,9,20,Male,Black,White
ob1_10_RD_P1_frame_000100_7.png,10_RD_P1_frame_000100.png,7,751,98,9,21,Male,Black,White
ob1_10_RD_P1_frame_000100_8.png,10_RD_P1_frame_000100.png,8,680,87,9,23,Male,Black,White
ob1_10_RD_P1_frame_000100_9.png,10_RD_P1_frame_000100.png,9,696,73,12,18,Male,Black,White
ob1_10_RD_P1_frame_000100_10.png,10_RD_P1_frame_000100.png,10,659,265,15,45,Male,Black,White
ob1_10_RD_P1_frame_000100_11.png,10_RD_P1_frame_000100.png,11,718,170,19,33,Male,Gray,N/V
ob1_10_RD_P1_frame_000100_12.png,10_RD_P1_frame_000100.png,12,281,451,40,74,Male,Black,White
ob1_10_RD_P1_frame_000100_13.png,10_RD_P1_frame_000100.png,13,782,105,7,23,Male,Black,White
ob1_10_RD_P1_frame_000100_14.png,10_RD_P1_frame_000100.png,14,677,267,11,41,Male,Black,White
ob1_10_RD_P1_frame_000100_15.png,10_RD_P1_frame_000100.png,15,689,91,7,22,Male,Black,White
ob1_10_RD_P1_frame_000240_0.png,10_RD_P1_frame_000240.png,0,730,229,21,43,Male,Black,White
ob1_10_RD_P1_frame_000240_1.png,10_RD_P1_frame_000240.png,1,82,358,32,62,Male,Black,White
ob1_10_RD_P1_frame_000240_2.png,10_RD_P1_frame_000240.png,2,525,396,23,57,Male,Black,White
ob1_10_RD_P1_frame_000240_3.png,10_RD_P1_frame_000240.png,3,544,389,17,58,Male,Black,White
ob1_10_RD_P1_frame_000240_4.png,10_RD_P1_frame_000240.png,4,632,326,16,49,Male,Black,White
ob1_10_RD_P1_frame_000240_5.png,10_RD_P1_frame_000240.png,5,579,496,31,67,Male,Black,White
ob1_10_RD_P1_frame_000240_6.png,10_RD_P1_frame_000240.png,6,618,487,28,85,Male,Black,White
ob1_10_RD_P1_frame_000240_7.png,10_RD_P1_frame_000240.png,7,727,69,11,21,Male,Black,White
ob1_10_RD_P1_frame_000240_8.png,10_RD_P1_frame_000240.png,8,759,112,12,23,Male,Black,White
ob1_10_RD_P1_frame_000240_9.png,10_RD_P1_frame_000240.png,9,682,84,6,22,Male,Black,White
ob1_10_RD_P1_frame_000240_10.png,10_RD_P1_frame_000240.png,10,704,72,12,18,Male,Black,White
ob1_10_RD_P1_frame_000240_11.png,10_RD_P1_frame_000240.png,11,649,312,12,52,Male,Black,White
ob1_10_RD_P1_frame_000240_12.png,10_RD_P1_frame_000240.png,12,710,113,16,28,Male,Gray,N/V
ob1_10_RD_P1_frame_000240_13.png,10_RD_P1_frame_000240.png,13,45,425,41,73,Male,Black,White
ob1_10_RD_P1_frame_000240_14.png,10_RD_P1_frame_000240.png,14,786,109,10,22,Male,Black,White
ob1_10_RD_P1_frame_000240_15.png,10_RD_P1_frame_000240.png,15,662,320,17,50,Male,Black,White
ob1_10_RD_P1_frame_000240_16.png,10_RD_P1_frame_000240.png,16,690,86,7,23,Male,Black,White
ob1_10_RD_P1_frame_000160_0.png,10_RD_P1_frame_000160.png,0,723,270,29,48,Male,Black,White
ob1_10_RD_P1_frame_000160_1.png,10_RD_P1_frame_000160.png,1,428,405,24,57,Male,Black,White
ob1_10_RD_P1_frame_000160_2.png,10_RD_P1_frame_000160.png,2,449,386,22,57,Male,Black,White
ob1_10_RD_P1_frame_000160_3.png,10_RD_P1_frame_000160.png,3,633,290,18,52,Male,Black,White
ob1_10_RD_P1_frame_000160_4.png,10_RD_P1_frame_000160.png,4,602,431,18,64,Male,Black,White
ob1_10_RD_P1_frame_000160_5.png,10_RD_P1_frame_000160.png,5,627,431,20,57,Male,Black,White
ob1_10_RD_P1_frame_000160_6.png,10_RD_P1_frame_000160.png,6,720,72,9,20,Male,Black,White
ob1_10_RD_P1_frame_000160_7.png,10_RD_P1_frame_000160.png,7,755,105,9,23,Male,Black,White
ob1_10_RD_P1_frame_000160_8.png,10_RD_P1_frame_000160.png,8,681,87,7,23,Male,Black,White
ob1_10_RD_P1_frame_000160_9.png,10_RD_P1_frame_000160.png,9,700,71,11,19,Male,Black,White
ob1_10_RD_P1_frame_000160_10.png,10_RD_P1_frame_000160.png,10,654,286,16,50,Male,Black,White
ob1_10_RD_P1_frame_000160_11.png,10_RD_P1_frame_000160.png,11,715,145,18,31,Male,Gray,N/V
ob1_10_RD_P1_frame_000160_12.png,10_RD_P1_frame_000160.png,12,168,449,40,73,Male,Black,White
ob1_10_RD_P1_frame_000160_13.png,10_RD_P1_frame_000160.png,13,782,105,8,23,Male,Black,White
ob1_10_RD_P1_frame_000160_14.png,10_RD_P1_frame_000160.png,14,670,288,14,44,Male,Black,White
ob1_10_RD_P1_frame_000160_15.png,10_RD_P1_frame_000160.png,15,690,88,7,23,Male,Black,White
ob1_10_RD_P1_frame_000250_0.png,10_RD_P1_frame_000250.png,0,732,220,22,43,Male,Black,White
ob1_10_RD_P1_frame_000250_1.png,10_RD_P1_frame_000250.png,1,92,357,33,62,Male,Black,White
ob1_10_RD_P1_frame_000250_2.png,10_RD_P1_frame_000250.png,2,531,394,23,57,Male,Black,White
ob1_10_RD_P1_frame_000250_3.png,10_RD_P1_frame_000250.png,3,554,390,21,58,Male,Black,White
ob1_10_RD_P1_frame_000250_4.png,10_RD_P1_frame_000250.png,4,631,329,16,50,Male,Black,White
ob1_10_RD_P1_frame_000250_5.png,10_RD_P1_frame_000250.png,5,576,503,25,68,Male,Black,White
ob1_10_RD_P1_frame_000250_6.png,10_RD_P1_frame_000250.png,6,619,492,27,81,Male,Black,White
ob1_10_RD_P1_frame_000250_7.png,10_RD_P1_frame_000250.png,7,727,68,11,20,Male,Black,White
ob1_10_RD_P1_frame_000250_8.png,10_RD_P1_frame_000250.png,8,761,113,12,23,Male,Black,White
ob1_10_RD_P1_frame_000250_9.png,10_RD_P1_frame_000250.png,9,682,84,6,22,Male,Black,White
ob1_10_RD_P1_frame_000250_10.png,10_RD_P1_frame_000250.png,10,704,72,12,18,Male,Black,White
ob1_10_RD_P1_frame_000250_11.png,10_RD_P1_frame_000250.png,11,649,316,10,53,Male,Black,White
ob1_10_RD_P1_frame_000250_12.png,10_RD_P1_frame_000250.png,12,711,110,19,27,Male,Gray,N/V
ob1_10_RD_P1_frame_000250_13.png,10_RD_P1_frame_000250.png,13,25,424,41,73,Male,Black,White
ob1_10_RD_P1_frame_000250_14.png,10_RD_P1_frame_000250.png,14,786,109,10,22,Male,Black,White
ob1_10_RD_P1_frame_000250_15.png,10_RD_P1_frame_000250.png,15,662,324,16,44,Male,Black,White
ob1_10_RD_P1_frame_000250_16.png,10_RD_P1_frame_000250.png,16,690,85,7,23,Male,Black,White
ob1_10_RD_P1_frame_000120_0.png,10_RD_P1_frame_000120.png,0,713,322,32,50,Male,Black,White
ob1_10_RD_P1_frame_000120_1.png,10_RD_P1_frame_000120.png,1,381,394,23,57,Male,Black,White
ob1_10_RD_P1_frame_000120_2.png,10_RD_P1_frame_000120.png,2,405,385,20,57,Male,Black,White
